is_male,is_loyal_customer,age,is_business_travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes
1,1,33,1,Business,2304,3,3,4,3,4,4,4,4,4,1,2,2,4,4,0,0.0
0,0,23,1,Business,541,4,1,4,4,3,4,5,3,4,3,5,3,4,3,0,0.0
0,1,46,1,Business,544,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,6.0
0,1,55,0,Eco,409,4,5,4,1,2,4,5,4,4,4,4,1,4,4,48,45.0
0,1,31,1,Business,719,2,3,5,5,2,2,2,2,2,4,2,4,2,2,0,0.0
0,1,48,1,Eco Plus,212,4,5,2,5,1,3,3,5,5,4,5,1,5,3,51,53.0
1,1,48,1,Eco Plus,391,4,5,5,5,4,4,4,4,3,1,3,3,4,4,0,0.0
0,1,17,1,Business,844,4,4,4,4,5,5,5,5,4,2,3,5,4,5,103,83.0
1,0,18,1,Eco,302,2,1,2,4,1,2,1,1,1,5,3,3,3,1,0,0.0
0,1,19,0,Eco,493,3,5,3,4,2,3,2,2,3,5,5,4,4,2,6,0.0
1,1,44,1,Business,872,5,5,3,5,5,5,4,4,4,4,4,4,4,4,0,0.0
1,1,27,1,Business,692,2,2,2,2,4,4,4,4,1,5,5,5,5,4,5,29.0
0,1,22,1,Business,1703,3,2,4,2,3,3,3,3,2,1,4,2,4,3,1,10.0
0,1,29,1,Eco Plus,587,1,2,2,2,1,1,1,1,4,1,3,2,3,1,1,0.0
1,1,48,1,Business,1962,1,1,1,1,4,4,5,3,3,3,3,3,3,5,130,118.0
1,0,52,1,Eco,600,1,2,1,3,3,1,3,3,2,4,3,4,4,3,2,9.0
1,0,58,1,Eco,370,4,5,4,3,1,4,5,1,2,1,3,1,4,1,3,0.0
0,1,46,1,Business,337,2,2,5,2,5,4,5,5,5,5,5,4,5,5,1,0.0
0,1,20,0,Eco,1127,2,4,2,4,2,2,2,2,5,5,4,5,4,2,0,0.0
0,1,41,1,Business,3784,2,2,2,2,5,5,5,5,5,4,4,5,4,5,0,0.0
0,1,31,0,Eco Plus,1045,5,3,5,1,5,5,5,5,5,3,1,2,3,5,10,2.0
0,0,24,1,Eco,126,2,3,2,1,2,2,2,2,2,5,2,5,3,2,0,0.0
1,1,58,1,Business,2790,5,5,5,5,3,5,5,4,4,4,4,5,4,4,0,0.0
0,1,40,1,Business,931,3,3,3,3,5,4,4,4,4,4,4,4,4,5,0,16.0
0,1,46,1,Business,748,1,1,1,1,4,4,5,5,5,5,5,3,5,5,0,0.0
1,1,34,1,Business,446,3,2,2,2,3,4,3,3,3,2,3,2,3,2,0,0.0
1,1,73,1,Eco,283,1,2,5,2,1,1,1,1,1,2,4,4,3,1,0,0.0
0,0,26,1,Eco,247,4,0,4,4,5,4,5,5,5,3,5,1,2,5,0,0.0
1,1,45,1,Business,1727,2,4,4,4,4,3,4,2,2,2,2,4,2,2,0,12.0
0,0,42,1,Eco,1062,1,1,1,3,2,1,4,2,4,2,3,4,3,2,14,23.0
0,1,55,0,Eco,649,4,5,4,4,4,1,5,2,2,4,2,1,2,5,0,0.0
0,1,19,0,Eco,409,2,5,2,3,4,2,4,4,5,2,5,3,4,4,0,0.0
0,0,42,1,Business,948,5,5,5,4,4,5,4,4,4,4,5,4,4,4,1,0.0
1,0,36,1,Business,337,3,3,3,2,5,3,5,5,5,2,5,3,5,5,0,0.0
0,1,52,1,Eco,529,1,2,5,2,3,3,2,1,1,1,1,2,1,1,0,0.0
0,1,22,1,Business,1044,5,5,5,5,4,4,4,4,4,5,5,4,4,4,0,0.0
0,1,42,1,Eco,177,4,1,1,1,4,3,5,4,4,4,4,4,4,5,0,0.0
1,1,37,1,Business,1744,3,3,3,3,2,3,4,4,4,4,4,5,4,5,22,0.0
0,1,56,0,Eco,308,5,5,5,1,3,4,5,2,2,5,2,3,2,4,11,3.0
0,1,25,1,Eco Plus,705,3,4,4,4,3,2,1,3,4,1,3,1,3,3,0,12.0
0,1,50,0,Eco,954,0,4,0,1,2,5,5,2,2,0,2,5,2,3,0,1.0
1,1,39,1,Business,1865,2,3,3,3,2,2,2,4,5,3,4,2,3,2,0,3.0
0,1,40,1,Business,2346,2,2,2,2,3,4,4,4,4,4,4,3,4,3,39,36.0
0,1,18,0,Eco,1020,5,0,5,4,2,5,2,2,5,5,4,4,4,2,0,0.0
1,1,69,0,Eco,2399,1,4,1,3,3,1,3,3,4,3,3,4,5,3,7,0.0
0,1,43,1,Business,1476,5,5,5,5,3,5,4,5,5,5,5,3,5,4,14,0.0
0,1,33,1,Business,759,1,1,1,1,3,4,5,4,4,4,4,5,4,5,0,0.0
0,0,42,1,Eco,1074,4,4,4,1,5,4,2,5,1,4,2,2,5,5,0,0.0
1,1,52,1,Eco,628,1,2,2,2,2,1,2,2,3,1,4,2,4,2,20,27.0
1,1,56,0,Eco,335,2,4,3,1,1,3,1,1,2,1,2,4,1,1,0,0.0
1,1,50,1,Eco,787,4,4,4,4,4,4,4,4,2,1,5,4,3,4,0,2.0
0,1,26,0,Eco,386,1,4,1,1,3,1,3,3,5,5,3,2,2,3,7,2.0
1,1,60,1,Business,369,2,2,1,2,2,2,3,2,2,2,2,3,2,2,38,41.0
1,1,38,1,Business,214,3,3,5,5,4,3,3,3,3,3,3,1,3,1,0,0.0
1,1,64,0,Eco,1411,2,4,2,1,1,2,1,1,5,1,3,3,1,1,0,0.0
1,1,42,1,Business,197,1,3,3,3,2,2,2,2,2,3,1,2,2,1,4,25.0
1,1,36,1,Eco,335,1,3,3,3,1,1,1,1,2,3,3,4,4,1,0,2.0
0,0,21,1,Business,334,4,0,3,3,5,3,5,5,4,3,4,3,4,5,0,0.0
1,1,39,1,Eco,457,4,2,2,2,4,4,4,4,5,5,2,5,3,4,1,0.0
1,1,44,0,Eco Plus,209,2,3,0,2,4,0,4,4,2,2,2,2,3,4,0,0.0
1,1,51,1,Business,1389,1,1,1,1,5,5,5,5,5,4,5,5,5,5,0,0.0
0,0,28,1,Business,731,4,4,4,3,3,4,3,3,4,5,5,5,5,3,0,4.0
0,1,46,1,Business,403,5,5,5,5,1,4,5,4,4,4,4,1,4,3,0,0.0
1,1,43,1,Business,1620,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0.0
1,1,39,1,Business,3913,5,5,5,5,5,4,5,3,3,4,3,3,3,3,0,0.0
1,1,51,1,Business,929,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,0.0
1,1,50,1,Business,1751,2,2,2,2,2,4,5,5,5,5,5,3,5,5,0,0.0
0,1,79,1,Eco Plus,272,3,4,4,4,4,3,2,3,3,3,3,2,3,2,0,0.0
0,1,52,1,Eco,696,3,3,4,3,4,4,4,3,3,3,3,4,3,4,4,0.0
1,1,43,1,Business,192,0,5,0,2,5,2,1,3,3,3,3,5,3,2,89,81.0
0,0,33,1,Business,214,3,3,3,3,4,3,4,4,3,2,4,4,4,4,0,0.0
0,1,70,0,Eco,854,2,4,2,3,1,3,3,5,5,2,5,3,5,1,0,0.0
1,1,38,1,Business,2034,4,4,2,4,3,4,4,5,5,5,5,4,5,5,0,0.0
1,1,48,0,Eco,284,4,5,4,1,1,4,1,1,5,3,5,5,5,1,0,0.0
0,1,23,1,Business,2440,3,1,5,1,3,3,3,3,2,1,2,2,2,3,15,9.0
1,1,40,1,Business,1866,1,1,1,1,4,4,4,4,4,4,4,4,4,5,1,0.0
1,0,50,1,Eco,511,5,3,5,3,3,5,3,3,5,1,1,4,3,3,0,0.0
0,0,54,1,Eco,1031,5,5,5,4,4,5,4,4,5,3,1,5,3,4,0,8.0
0,1,28,0,Eco,311,3,4,3,1,1,3,1,1,4,3,5,5,5,1,0,0.0
0,0,30,1,Eco,925,3,3,3,2,5,3,5,5,1,3,1,5,2,5,0,0.0
1,1,17,0,Eco,1062,2,5,2,2,2,2,2,2,4,3,5,5,4,2,0,0.0
1,1,36,1,Business,3740,2,2,2,2,5,4,5,4,4,5,4,4,4,3,0,0.0
0,1,64,1,Business,2659,1,5,5,5,2,4,4,1,1,1,1,3,1,1,0,0.0
0,0,20,1,Eco,1399,5,5,5,5,1,5,1,1,4,4,5,5,5,1,0,2.0
0,1,49,1,Business,542,5,5,5,5,2,5,2,5,5,5,5,4,5,5,6,34.0
1,1,47,1,Business,404,5,5,5,5,3,5,5,5,5,5,5,4,5,3,21,19.0
0,1,61,1,Eco Plus,304,5,5,5,5,2,5,1,5,5,5,5,5,5,1,4,22.0
1,0,33,1,Eco,175,2,1,2,4,3,2,3,3,4,2,3,1,3,3,0,1.0
0,1,51,1,Business,1136,2,2,2,2,3,5,4,5,5,5,5,4,5,3,2,0.0
0,1,53,1,Business,1846,2,2,2,2,5,4,4,5,5,5,5,5,5,4,3,0.0
1,1,43,0,Eco,258,3,5,0,4,3,0,3,3,2,4,3,4,3,3,0,0.0
0,1,60,1,Eco Plus,150,5,5,1,5,3,5,5,5,5,5,5,5,5,4,0,2.0
1,1,17,1,Business,2079,2,2,2,2,4,4,4,4,4,5,4,3,5,4,0,0.0
1,1,27,1,Business,3209,2,2,4,2,3,3,3,3,5,3,4,5,4,3,12,1.0
1,1,44,1,Eco Plus,372,3,4,4,4,3,3,3,3,2,3,4,2,3,3,10,8.0
0,1,54,1,Business,1855,2,2,2,2,3,5,5,2,2,3,2,5,2,4,5,0.0
0,1,37,0,Eco,187,2,4,2,5,4,2,4,4,4,3,4,3,4,4,2,0.0
0,1,63,0,Eco,1197,2,5,2,3,2,2,2,4,5,4,4,2,4,2,198,188.0
0,1,42,1,Eco,646,4,4,1,1,3,4,1,4,4,4,4,1,4,2,11,8.0
1,0,24,1,Eco,1797,3,3,3,3,3,3,3,3,3,2,2,1,2,3,116,104.0
1,1,58,0,Eco Plus,502,1,5,2,2,2,2,2,2,3,5,4,5,4,2,0,0.0
0,1,51,1,Business,700,2,2,2,2,3,3,3,2,2,2,2,2,2,4,4,0.0
0,1,31,0,Eco,369,2,5,2,4,3,2,1,3,1,3,5,1,3,3,1,7.0
0,1,39,1,Eco,541,4,4,4,4,4,4,4,4,5,2,3,5,4,4,0,19.0
1,1,36,1,Business,1276,1,1,1,1,3,5,4,4,4,4,4,4,4,5,0,0.0
0,0,61,1,Eco,359,2,1,2,3,3,2,3,3,2,3,4,3,4,3,0,0.0
1,0,29,1,Eco,341,4,3,4,4,1,4,1,1,3,4,1,5,1,1,10,0.0
0,1,38,1,Business,2351,3,3,3,3,2,4,3,5,5,5,5,5,5,4,4,0.0
0,1,40,1,Business,1390,3,1,1,1,2,4,4,3,3,3,3,1,3,3,92,90.0
0,1,48,1,Business,1020,1,1,1,1,5,5,5,5,5,5,4,5,5,5,126,136.0
0,1,61,0,Business,643,4,5,4,3,2,4,5,3,3,4,5,5,3,4,0,0.0
0,1,39,1,Business,1962,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0.0
0,1,55,1,Business,759,4,4,4,4,5,4,5,3,3,3,3,3,3,5,0,0.0
0,1,57,1,Business,925,2,2,2,2,5,5,5,4,4,5,4,5,4,3,0,0.0
1,1,37,1,Business,2843,4,4,4,4,5,2,3,4,4,4,4,3,4,1,0,15.0
0,1,26,1,Eco Plus,526,4,2,2,2,4,4,5,4,5,1,1,2,2,4,1,1.0
1,1,50,1,Business,996,4,4,5,4,3,4,3,3,3,5,3,4,3,3,10,14.0
1,0,22,1,Eco,534,2,3,2,4,3,2,3,3,3,2,2,1,5,3,0,0.0
0,1,29,1,Business,2801,2,2,5,2,2,2,2,2,4,1,1,2,5,2,0,6.0
0,1,60,1,Business,2602,3,3,3,3,2,5,5,4,4,4,4,5,4,5,22,23.0
1,1,20,0,Eco,192,2,1,2,3,2,2,2,2,1,2,4,3,4,2,39,75.0
1,1,59,1,Business,2957,3,3,3,3,3,5,4,5,5,5,5,5,5,4,0,0.0
0,1,50,0,Business,861,3,5,4,2,1,4,4,1,1,4,1,2,1,1,0,0.0
1,1,60,1,Business,2111,3,4,4,4,3,4,4,3,3,3,3,2,3,3,0,0.0
1,1,40,0,Eco Plus,913,2,4,2,3,3,2,3,3,5,2,5,3,4,3,0,0.0
0,1,80,1,Business,2101,3,5,3,3,3,4,5,5,5,5,5,5,5,4,0,0.0
1,1,19,1,Business,1843,5,5,5,5,4,4,4,4,3,2,4,5,4,4,10,0.0
0,1,38,0,Eco Plus,425,4,4,5,1,5,5,5,5,3,3,4,3,4,5,9,11.0
0,0,21,1,Business,332,4,0,4,5,1,4,1,1,5,5,5,3,4,1,0,0.0
0,1,37,1,Business,2556,1,1,2,1,3,3,1,4,4,4,4,2,4,3,32,23.0
1,1,17,0,Eco,299,3,5,3,3,1,3,1,1,5,5,5,3,5,1,0,0.0
1,1,51,1,Business,991,1,1,1,1,2,5,4,4,4,4,4,3,4,4,4,0.0
1,1,28,1,Business,3010,2,2,2,2,2,2,2,2,5,5,4,5,4,2,0,0.0
0,1,39,1,Business,3447,4,1,4,4,3,5,4,5,5,5,5,4,5,5,0,0.0
0,1,37,0,Eco,957,1,2,0,3,5,0,5,5,2,4,4,1,3,5,29,15.0
1,1,69,0,Eco,240,2,2,2,2,5,2,5,5,3,1,3,2,2,5,0,0.0
0,1,10,0,Eco,236,2,4,2,2,1,2,1,1,3,1,5,1,2,1,8,4.0
1,1,78,1,Eco,323,2,3,3,3,2,2,2,2,2,3,3,1,4,2,50,61.0
0,1,58,1,Business,1576,3,2,2,2,2,3,4,3,3,3,3,2,3,4,0,0.0
0,1,65,0,Eco Plus,158,1,2,1,3,2,3,3,1,1,1,1,4,1,4,3,27.0
1,1,18,0,Eco,1855,4,5,5,5,4,5,1,4,3,3,2,5,5,4,0,0.0
0,0,45,1,Eco,859,4,5,5,4,3,5,3,3,2,4,3,1,3,3,53,59.0
1,1,42,1,Business,3685,4,4,4,4,4,5,4,4,4,4,4,5,4,4,0,0.0
0,1,54,1,Business,3303,3,3,3,3,2,5,4,4,4,4,4,5,4,4,6,0.0
1,1,52,1,Business,2774,2,2,2,2,5,5,4,4,4,4,4,5,4,4,13,32.0
1,1,53,0,Eco Plus,1562,5,5,5,1,2,5,2,2,4,3,4,3,4,2,26,21.0
1,1,10,0,Eco,977,3,5,3,3,2,3,2,2,3,2,4,4,4,2,51,46.0
1,1,58,1,Business,541,5,5,5,5,3,5,5,5,5,5,5,3,5,4,0,0.0
0,1,65,0,Eco Plus,476,2,3,2,3,4,4,4,5,5,2,5,1,5,1,55,48.0
1,0,28,1,Eco,187,1,0,1,4,4,1,4,4,5,5,5,1,4,4,3,0.0
0,0,25,1,Business,387,3,5,3,2,5,3,1,5,4,3,5,5,5,5,0,0.0
0,1,57,1,Business,2234,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0,0.0
0,1,58,1,Eco,1034,5,3,1,1,3,1,1,5,5,5,5,3,5,2,41,30.0
0,1,35,1,Eco,978,4,1,1,1,4,4,4,4,4,1,4,2,5,4,0,1.0
1,1,42,0,Eco,867,0,1,0,3,1,0,1,1,1,4,3,2,3,1,0,0.0
0,1,60,0,Eco,447,3,5,2,1,3,4,4,4,4,2,5,4,4,3,28,24.0
1,1,40,0,Eco Plus,590,3,5,3,3,4,3,4,4,3,5,4,4,4,4,1,12.0
0,1,60,0,Eco,296,3,5,3,4,3,4,4,3,3,3,3,4,3,3,5,34.0
1,0,38,1,Eco,475,0,5,0,4,1,0,1,1,4,3,2,5,1,1,0,0.0
0,1,28,0,Eco,543,2,5,2,3,2,2,2,2,3,4,4,3,2,2,53,56.0
0,1,34,0,Business,1188,1,4,1,4,1,2,4,4,4,1,4,2,4,1,41,29.0
1,1,44,1,Business,1400,5,5,5,5,4,4,4,4,4,5,5,4,5,4,149,108.0
0,0,26,1,Business,679,4,4,4,3,3,4,3,3,3,5,5,5,4,3,22,4.0
1,0,22,1,Eco,731,2,2,2,1,4,2,2,4,5,4,5,4,5,4,2,0.0
0,1,37,0,Eco,907,1,4,2,3,3,2,3,3,4,2,5,4,5,3,1,0.0
1,1,9,0,Eco,1521,4,5,4,4,1,4,1,1,5,5,4,3,5,1,5,0.0
0,1,28,0,Eco Plus,299,4,4,4,4,2,4,2,2,4,3,4,3,4,2,0,0.0
1,0,38,1,Eco,585,3,0,3,1,2,3,2,2,4,4,5,3,4,2,0,5.0
1,1,58,1,Business,3107,2,2,2,2,5,4,4,3,3,3,3,5,3,3,0,0.0
1,1,58,1,Business,1873,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0,10.0
1,1,63,0,Eco,762,2,4,2,4,1,2,2,1,2,2,4,2,3,1,0,0.0
1,1,64,0,Eco,347,1,1,3,3,3,3,3,3,1,3,2,3,3,3,0,0.0
0,0,41,1,Business,308,3,3,3,2,2,3,2,2,1,3,4,3,3,2,25,16.0
0,1,58,1,Business,1325,1,0,0,3,1,4,3,5,5,0,5,4,5,1,3,11.0
1,1,40,1,Business,3572,3,3,3,3,4,2,2,5,5,5,5,1,5,3,19,9.0
1,1,16,0,Business,259,4,3,4,4,1,4,1,1,3,2,4,1,4,1,24,13.0
0,1,40,1,Eco,102,4,2,2,2,4,4,4,4,4,5,4,3,3,4,0,0.0
1,1,30,1,Eco,251,1,5,3,5,1,1,1,1,3,4,4,1,4,1,0,8.0
0,1,49,1,Business,2174,0,5,0,2,3,4,4,5,5,5,5,4,5,4,11,0.0
0,1,54,0,Business,1121,2,4,2,3,2,5,4,5,2,4,4,4,3,4,126,132.0
0,1,54,0,Eco,862,3,4,3,2,1,3,4,5,5,3,5,4,5,1,18,31.0
0,0,23,1,Eco,679,4,4,4,3,1,4,1,1,5,1,5,5,5,1,0,0.0
0,1,22,1,Business,2742,4,4,4,4,4,4,4,4,1,2,1,3,1,4,0,3.0
1,1,59,1,Business,3027,4,4,4,4,2,5,4,5,5,5,5,4,5,5,7,0.0
1,1,70,0,Eco,236,4,5,4,3,4,4,4,4,1,1,5,1,2,4,0,0.0
1,1,45,0,Eco Plus,1188,4,2,4,3,2,4,2,2,4,3,1,3,2,2,0,0.0
1,1,32,1,Business,2858,2,2,2,2,2,2,2,2,4,3,2,1,3,2,34,31.0
0,1,55,0,Eco,571,2,5,2,2,4,4,5,4,4,2,4,3,4,4,7,5.0
0,0,27,1,Eco,1158,1,1,1,3,5,1,4,5,4,3,3,3,2,5,8,4.0
1,1,59,1,Business,2536,3,5,1,5,3,3,4,3,3,3,3,2,3,4,13,0.0
1,1,50,1,Eco,427,4,1,1,1,3,4,3,3,4,1,1,4,2,3,0,0.0
0,1,61,1,Business,3355,0,5,0,2,1,1,5,3,3,3,3,2,3,4,7,0.0
0,0,27,1,Eco Plus,1080,3,3,3,3,3,3,3,3,4,1,3,3,3,3,0,0.0
0,1,7,0,Eco,1065,4,5,4,2,2,4,2,2,5,2,5,4,4,2,2,0.0
0,1,42,1,Business,1971,4,4,4,4,4,4,5,5,5,5,4,3,5,5,0,5.0
1,1,41,0,Business,1189,3,5,3,3,4,3,5,5,5,3,5,5,5,5,0,8.0
1,1,45,0,Eco,1005,4,5,5,3,5,5,5,5,1,5,1,1,2,5,0,0.0
1,0,23,1,Eco,583,3,5,3,5,4,3,4,4,5,4,5,3,4,4,3,0.0
1,1,47,1,Eco,328,3,4,4,4,3,3,3,3,4,2,4,1,4,3,0,14.0
0,1,51,1,Business,2981,2,2,2,2,2,2,5,4,4,4,4,3,4,4,0,5.0
0,1,33,0,Eco,679,2,4,2,1,1,2,1,1,5,2,5,3,5,1,22,15.0
1,1,9,0,Business,248,2,4,0,4,5,0,5,5,5,2,4,4,5,5,25,27.0
1,0,26,1,Eco,936,2,2,2,4,4,2,4,4,2,1,4,2,3,4,88,82.0
0,1,47,1,Business,3524,2,2,2,2,3,2,2,3,5,4,3,2,2,2,175,160.0
1,1,41,1,Eco,591,2,1,1,1,2,2,2,2,1,1,1,5,2,2,0,0.0
1,1,35,1,Eco,132,4,4,4,4,4,4,4,4,4,1,1,3,4,4,0,0.0
1,1,52,1,Business,110,0,3,0,3,5,4,3,1,1,1,1,3,1,4,0,6.0
0,1,41,1,Eco,227,5,2,4,2,5,5,5,5,4,5,1,2,3,5,0,0.0
0,1,44,1,Business,2133,3,3,3,3,3,4,5,5,5,5,5,3,5,4,0,0.0
0,1,53,1,Business,1815,5,5,5,5,3,5,5,2,2,2,2,5,2,4,10,0.0
1,1,33,0,Eco,227,1,5,1,2,2,1,2,2,1,1,1,4,3,2,0,0.0
0,0,7,1,Business,1464,4,4,4,4,5,4,5,5,5,3,4,3,4,5,0,0.0
1,1,57,0,Eco,406,2,1,2,4,3,2,3,3,2,5,3,4,3,3,0,12.0
0,1,18,0,Eco,175,3,3,3,4,1,3,1,1,4,2,4,1,3,1,29,24.0
0,1,40,0,Business,542,3,5,3,1,2,5,4,3,3,3,3,4,3,5,0,1.0
1,1,37,1,Eco,499,5,4,4,4,5,5,5,5,2,4,1,4,4,5,0,2.0
1,1,32,0,Eco,2092,3,4,3,5,4,3,5,4,3,4,4,5,4,4,8,0.0
0,1,56,1,Business,214,3,3,3,3,5,5,4,4,4,4,5,3,4,3,4,5.0
0,1,77,1,Eco,229,3,5,5,5,5,3,3,3,3,3,3,2,3,3,0,0.0
0,1,64,0,Eco,918,3,4,3,5,3,1,1,3,3,3,3,5,3,3,55,60.0
0,1,55,1,Business,3359,5,5,5,5,2,5,4,4,4,4,4,3,4,4,0,17.0
1,1,57,1,Business,3490,4,4,4,4,4,1,1,4,4,4,4,3,4,2,0,0.0
0,1,38,1,Eco,1095,3,1,1,1,3,3,3,3,4,1,3,1,4,3,0,0.0
1,1,43,0,Eco,948,3,3,3,4,3,3,4,3,1,2,4,2,4,3,11,5.0
1,1,45,1,Business,321,3,3,3,3,5,5,5,5,5,5,5,4,5,4,0,1.0
1,1,65,0,Eco,1979,3,5,3,3,2,3,2,2,3,5,5,4,4,2,3,0.0
0,1,44,0,Business,862,3,3,3,3,2,4,3,5,5,3,5,2,5,1,13,0.0
1,1,45,0,Eco Plus,542,4,5,4,1,1,4,1,1,5,5,5,5,5,1,0,0.0
1,1,59,0,Eco,944,1,5,1,3,3,1,2,3,3,2,3,2,2,3,26,10.0
0,0,24,1,Eco,395,4,0,4,5,2,4,2,2,1,3,4,3,4,2,0,10.0
0,1,64,0,Eco,397,2,5,2,3,4,5,4,5,5,2,4,4,5,4,0,0.0
1,1,43,0,Eco,109,3,4,3,4,3,3,3,3,4,2,4,3,4,3,0,0.0
0,0,31,1,Eco,1136,1,1,1,3,3,1,3,3,2,5,3,1,3,3,35,32.0
0,1,45,0,Eco,872,1,1,1,3,5,3,3,3,3,1,3,3,3,1,0,0.0
1,1,54,1,Eco,646,3,5,5,5,3,3,3,3,2,2,3,4,3,3,0,0.0
0,1,51,1,Business,317,4,4,4,4,3,5,4,4,4,4,4,4,4,4,0,0.0
1,0,34,1,Eco Plus,588,3,3,3,3,5,3,5,5,5,1,5,3,5,5,0,0.0
1,1,56,1,Business,302,2,2,2,2,3,5,4,5,5,5,5,4,5,5,0,0.0
0,1,56,1,Business,689,3,3,3,3,5,4,4,4,4,5,4,3,4,3,0,0.0
0,0,37,1,Eco,150,3,1,3,3,4,3,4,4,1,3,3,1,4,4,4,0.0
0,1,27,0,Eco,1947,4,2,4,1,1,4,1,1,1,4,1,4,2,1,3,0.0
1,1,39,1,Business,1633,5,5,1,5,3,5,5,4,4,4,4,5,4,5,112,90.0
0,0,37,1,Eco,1048,3,3,3,4,1,3,1,1,1,5,3,1,4,1,0,0.0
1,1,50,1,Business,3256,4,4,4,4,5,4,5,5,5,5,5,3,5,4,0,1.0
0,1,63,1,Eco,478,2,5,5,5,2,4,3,1,1,2,1,4,1,1,0,9.0
0,1,58,0,Eco,802,2,5,2,3,4,5,2,5,5,2,2,4,5,1,0,0.0
0,1,50,1,Business,2303,3,5,5,5,2,2,3,3,3,4,3,2,3,4,0,6.0
1,1,41,1,Business,1626,1,1,1,1,5,4,4,5,5,5,5,4,5,3,0,0.0
0,1,12,0,Eco,1055,2,5,2,3,4,2,1,4,3,3,5,3,4,4,0,3.0
0,1,22,1,Business,2857,4,1,1,1,4,4,4,4,1,2,3,1,3,4,46,51.0
0,1,43,1,Business,1599,3,3,3,3,3,4,5,5,5,5,5,5,5,3,0,0.0
0,1,53,0,Eco,944,1,2,1,4,1,3,4,3,3,1,5,4,3,2,0,0.0
0,0,48,1,Eco,241,1,4,1,3,2,1,4,2,1,2,3,1,4,2,0,8.0
0,1,9,0,Eco,1197,3,4,3,3,5,3,2,5,1,5,4,4,3,5,0,0.0
1,1,66,0,Eco,1874,3,3,3,4,3,3,2,3,2,4,4,2,4,3,8,0.0
0,1,70,0,Eco,1300,2,4,1,3,2,4,5,1,1,1,2,3,1,5,14,0.0
1,1,29,0,Eco Plus,775,1,5,1,3,1,1,1,1,1,4,4,3,3,1,52,54.0
0,1,51,1,Business,1303,4,4,4,4,4,4,5,4,4,4,4,5,4,5,1,0.0
0,1,49,1,Business,570,4,4,3,4,3,4,5,4,4,5,4,5,4,5,1,0.0
0,1,56,1,Business,2565,5,5,5,5,2,5,5,5,5,5,5,3,5,4,0,0.0
0,1,30,0,Eco,1099,3,3,3,5,2,3,2,2,1,5,1,1,3,2,4,8.0
0,1,54,1,Business,868,4,4,4,4,3,4,5,5,5,4,5,3,5,4,0,0.0
1,1,46,1,Business,403,2,2,2,2,4,5,5,5,5,5,5,4,5,4,1,0.0
1,1,53,0,Eco,550,3,0,3,4,5,3,5,5,4,5,5,3,5,5,0,0.0
0,1,36,0,Eco,387,2,4,2,2,1,2,1,1,5,4,5,5,4,1,0,0.0
1,1,45,1,Business,1972,3,3,3,3,2,4,4,4,4,4,4,3,4,4,46,59.0
1,1,46,1,Business,134,3,4,4,4,2,4,4,2,2,2,3,4,2,3,0,0.0
0,0,32,1,Eco,377,3,3,3,3,3,3,3,3,1,4,4,3,3,3,26,21.0
1,0,40,1,Eco,762,2,2,2,1,4,2,4,4,4,2,2,3,4,4,1,0.0
0,1,42,1,Eco,762,3,4,4,4,3,4,4,3,3,3,3,4,3,1,21,38.0
0,0,21,1,Eco,459,3,1,3,2,2,3,2,2,1,2,2,4,2,2,15,22.0
1,0,24,1,Eco,108,0,0,0,1,5,0,5,5,5,5,4,3,5,5,0,0.0
0,1,15,0,Eco,234,0,3,0,3,0,3,3,4,3,4,4,3,2,3,151,214.0
1,1,29,1,Business,3139,2,2,2,2,5,5,5,5,2,2,2,1,5,5,40,26.0
0,1,70,0,Eco,453,5,5,5,1,2,5,4,4,4,5,4,3,4,3,0,0.0
0,1,23,1,Eco Plus,784,0,3,0,2,0,5,5,1,2,1,5,5,5,5,138,186.0
0,1,19,0,Business,547,3,2,3,3,5,3,5,5,3,2,3,1,3,5,59,53.0
0,1,33,1,Business,812,3,3,3,3,5,3,3,5,5,5,5,4,5,4,0,0.0
0,1,42,1,Business,489,5,5,5,5,2,5,5,3,3,3,3,5,3,3,0,2.0
0,1,35,1,Eco,2475,4,5,5,5,4,4,4,4,4,4,4,4,1,4,1,18.0
0,1,46,1,Business,302,3,3,3,3,4,4,5,5,5,5,5,2,5,2,0,4.0
1,0,23,1,Business,1119,3,4,3,3,3,3,3,3,4,2,4,4,3,3,0,0.0
0,1,51,1,Business,3058,3,3,3,3,2,4,2,4,4,4,4,3,4,5,0,0.0
0,1,46,1,Business,3019,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,3.0
1,1,48,1,Business,1739,3,3,3,3,4,4,1,4,4,4,4,4,4,5,5,5.0
1,0,42,1,Business,804,4,5,5,1,4,4,4,4,3,2,5,5,4,4,0,26.0
0,0,20,1,Eco,346,4,0,4,2,1,4,1,1,3,5,5,2,1,1,1,0.0
