carat,cut,color,clarity,depth,table
0.36,Premium,F,SI1,61.9,59.0
0.33,Very Good,D,SI2,62.9,56.0
1.0,Good,F,SI2,64.1,58.0
0.31,Ideal,I,IF,61.3,57.0
0.55,Ideal,D,VS1,61.4,57.0
0.61,Very Good,G,VVS1,61.1,56.0
1.1,Very Good,D,SI1,60.7,55.0
0.71,Ideal,I,SI1,61.4,56.0
1.17,Very Good,G,SI1,63.3,61.0
0.3,Ideal,I,VS1,61.0,56.0
0.7,Ideal,F,VS2,61.6,57.0
1.27,Ideal,F,VS2,61.0,59.0
1.04,Premium,E,VVS1,62.5,59.0
0.33,Very Good,H,SI2,63.5,57.0
0.31,Ideal,G,VS1,61.5,56.0
1.51,Very Good,H,VS1,63.2,60.0
0.31,Ideal,E,IF,61.9,56.0
1.09,Ideal,F,SI2,61.6,55.0
1.02,Ideal,E,VS1,60.1,57.0
0.57,Ideal,E,VS2,61.9,57.0
0.43,Very Good,H,SI1,60.2,57.0
0.35,Ideal,F,VS1,62.8,54.0
0.37,Ideal,E,VS1,60.9,56.0
0.3,Premium,G,VS1,61.4,60.0
0.73,Ideal,G,VS2,61.8,54.0
1.01,Very Good,J,VVS2,63.7,57.0
0.81,Ideal,F,SI2,62.9,57.0
0.96,Fair,I,SI2,66.3,58.0
0.55,Very Good,F,VS1,61.2,56.4
1.58,Ideal,E,SI1,61.0,57.0
0.3,Very Good,I,VS1,63.0,53.0
1.12,Ideal,F,VS1,61.8,56.0
0.71,Very Good,H,VS2,59.2,63.0
0.23,Premium,F,VVS2,61.3,59.0
0.33,Premium,E,SI1,62.7,56.0
0.42,Ideal,G,VVS2,60.7,55.0
0.82,Ideal,I,VS1,62.3,57.0
0.4,Premium,F,VS1,62.4,59.0
0.72,Premium,D,SI2,61.3,59.0
1.05,Premium,E,SI1,62.5,59.0
0.5,Premium,G,SI1,62.8,61.0
1.04,Very Good,E,SI1,60.8,60.0
1.47,Premium,I,SI2,62.4,55.0
1.62,Premium,E,SI2,61.8,59.0
0.31,Good,H,VVS1,63.7,56.0
0.61,Ideal,D,SI2,59.9,57.0
1.2,Premium,H,VS2,62.8,59.0
0.85,Fair,G,VS1,57.7,67.0
0.27,Good,E,VVS1,63.9,57.0
1.51,Ideal,G,VS2,62.0,56.0
1.68,Premium,G,VS1,58.2,57.0
0.4,Premium,D,VVS2,60.7,60.0
1.18,Ideal,E,VS1,62.4,54.0
1.14,Ideal,H,SI1,61.6,57.0
0.3,Ideal,G,IF,62.1,53.0
0.31,Good,G,SI2,63.3,54.0
0.51,Premium,E,SI1,61.8,58.0
1.52,Ideal,G,VS1,59.7,57.0
2.01,Premium,I,SI2,62.3,59.0
0.46,Ideal,I,VS1,62.3,56.0
1.12,Very Good,G,SI2,63.4,57.0
0.9,Very Good,F,VS1,61.5,55.0
0.54,Very Good,F,VS2,63.0,56.8
0.74,Premium,F,SI1,60.7,59.0
0.33,Ideal,F,VS2,61.3,56.0
0.41,Very Good,F,SI1,62.3,60.0
0.93,Very Good,E,SI1,62.5,58.0
0.28,Ideal,F,VVS2,62.2,53.0
0.5,Premium,D,SI2,62.2,58.0
1.02,Ideal,E,SI1,60.5,56.0
1.0,Ideal,E,SI2,62.0,57.0
0.54,Premium,F,SI2,61.8,61.0
0.74,Ideal,I,VVS2,61.3,57.0
1.21,Good,G,VVS2,63.8,55.0
1.01,Premium,G,SI1,61.0,59.0
1.01,Very Good,E,VVS2,63.3,55.0
0.32,Ideal,G,VS2,61.8,55.0
0.7,Premium,F,SI2,61.5,58.0
0.32,Ideal,H,VVS1,62.1,54.0
1.03,Ideal,D,SI1,61.2,55.0
0.3,Good,H,VS1,63.4,53.0
0.47,Premium,E,VVS2,60.5,58.0
1.01,Premium,H,SI1,60.6,61.0
0.74,Ideal,E,SI1,62.3,58.0
0.91,Fair,I,SI2,65.0,58.0
0.51,Ideal,E,SI1,61.5,54.0
0.73,Premium,E,VS2,62.0,60.0
1.02,Premium,G,SI2,62.5,58.0
0.55,Premium,F,VS2,62.2,58.0
0.31,Ideal,G,VS2,63.0,54.0
0.43,Ideal,F,SI1,61.3,56.0
0.43,Ideal,J,VS1,62.1,55.0
1.01,Premium,F,SI2,60.2,61.0
0.52,Very Good,E,SI2,61.8,54.0
1.51,Premium,J,SI2,59.7,62.0
1.02,Very Good,E,SI2,58.7,63.0
0.85,Fair,G,I1,62.7,60.0
0.51,Good,D,VS2,63.7,57.0
1.23,Ideal,H,SI1,61.7,55.0
0.5,Ideal,H,SI1,62.1,58.0
1.03,Premium,G,SI2,59.3,58.0
0.31,Ideal,H,VVS2,61.8,56.0
0.96,Fair,H,SI2,67.6,63.0
1.04,Very Good,G,VVS1,58.2,60.0
0.45,Premium,G,VVS1,60.8,58.0
0.57,Premium,F,SI1,60.7,58.0
1.24,Ideal,J,VS1,61.6,57.0
1.12,Ideal,F,SI2,61.8,56.0
1.04,Premium,D,VS1,62.3,59.0
1.5,Ideal,G,SI1,62.0,56.0
1.01,Premium,G,VS2,61.2,57.0
0.6,Fair,F,SI1,55.3,63.0
1.1,Very Good,E,SI2,60.0,58.0
0.31,Ideal,H,SI1,62.1,54.0
1.2,Ideal,G,SI1,61.5,54.0
0.52,Ideal,F,VVS2,61.8,56.0
0.5,Ideal,F,SI1,61.3,56.0
1.13,Premium,G,VVS2,61.4,58.0
0.31,Good,F,SI1,63.5,56.0
0.35,Ideal,D,VS2,61.8,55.0
0.72,Ideal,G,VVS2,62.6,56.0
0.37,Good,H,VS2,63.7,55.0
0.43,Ideal,G,VVS2,60.1,57.0
1.06,Ideal,G,VS1,62.3,55.0
1.53,Ideal,D,SI1,61.4,58.0
0.3,Premium,H,VVS1,62.6,60.0
0.31,Ideal,G,VS1,60.8,57.0
0.72,Ideal,E,SI2,61.7,57.0
0.73,Very Good,D,VS1,62.2,56.0
0.31,Ideal,G,IF,61.0,55.0
0.4,Ideal,F,VS1,62.7,55.0
0.52,Premium,D,SI1,62.7,58.0
1.01,Fair,J,VS2,65.8,55.0
0.41,Ideal,G,VVS1,62.1,55.0
0.25,Very Good,D,VVS2,64.2,55.0
0.39,Premium,G,VS2,61.2,60.0
0.53,Very Good,E,VS1,61.8,60.0
0.34,Premium,F,VS2,62.6,58.0
0.34,Premium,D,SI1,59.7,59.0
0.43,Ideal,F,VVS2,61.9,56.0
0.44,Ideal,D,VS1,62.3,55.0
0.25,Very Good,G,VVS1,61.8,56.0
0.59,Premium,G,VS2,62.6,56.0
0.33,Ideal,G,VS1,62.1,55.0
0.34,Premium,D,VVS2,60.1,58.0
0.83,Ideal,E,SI1,61.6,56.0
0.3,Ideal,D,VS2,62.3,56.0
2.0,Premium,J,VS2,60.8,62.0
0.65,Ideal,D,VVS2,60.7,57.0
0.73,Ideal,E,VVS2,61.6,55.0
1.0,Good,F,I1,64.2,59.0
0.32,Ideal,E,SI1,61.0,56.0
0.62,Ideal,F,SI2,62.0,58.0
1.59,Very Good,I,SI2,61.9,58.0
0.9,Good,H,I1,57.4,63.0
0.92,Premium,G,SI2,62.4,57.0
0.7,Premium,F,VS1,60.4,60.0
0.32,Premium,D,SI1,60.4,58.0
0.71,Good,F,SI1,64.3,58.0
1.11,Premium,H,I1,61.0,59.0
0.7,Very Good,E,SI1,62.1,60.0
1.08,Very Good,D,VS1,60.2,58.0
0.32,Ideal,E,VS2,62.9,56.0
0.63,Ideal,G,IF,61.9,56.0
0.71,Ideal,E,VS1,61.4,59.0
1.2,Ideal,D,VVS2,61.9,56.0
0.64,Ideal,F,VS2,62.5,56.0
0.3,Ideal,G,VS2,62.0,54.0
0.35,Ideal,D,VVS2,61.0,57.0
0.4,Ideal,G,SI1,60.1,56.0
1.0,Good,H,SI1,63.9,56.0
0.73,Very Good,E,SI1,63.2,58.0
0.3,Very Good,E,VS2,61.7,61.0
1.14,Ideal,E,VVS2,62.3,55.0
1.21,Premium,I,SI1,62.8,57.0
0.32,Very Good,H,SI1,61.9,58.0
0.41,Premium,H,VS1,62.6,60.0
2.0,Fair,H,SI1,65.1,59.0
0.51,Ideal,E,SI1,61.4,56.0
0.31,Ideal,G,VS1,60.6,58.0
0.55,Ideal,G,VS2,61.1,57.0
0.3,Ideal,F,VS2,60.3,57.0
0.56,Very Good,J,SI1,60.3,59.0
1.01,Very Good,F,SI2,62.2,58.0
1.03,Ideal,G,VVS1,59.9,61.0
0.47,Ideal,E,VVS2,62.0,55.0
1.03,Very Good,H,VS2,59.9,59.0
1.01,Good,F,VS1,59.0,62.0
0.51,Ideal,G,VVS2,61.5,57.0
1.2,Ideal,D,VS2,62.3,56.0
0.72,Very Good,F,VS1,63.3,57.0
0.68,Good,F,VS1,60.0,60.8
0.3,Good,J,VVS2,57.4,61.0
0.91,Ideal,E,SI2,62.6,57.0
0.26,Ideal,E,VS1,62.3,57.0
1.01,Premium,H,SI1,59.2,58.0
0.7,Ideal,E,SI1,62.3,57.0
1.2,Premium,G,VS2,58.2,59.0
0.4,Very Good,E,VS1,62.9,56.0
1.09,Premium,I,VS2,59.0,61.0
0.28,Very Good,E,VVS2,60.2,58.0
1.2,Premium,G,SI1,63.0,58.0
0.51,Ideal,D,SI1,61.7,55.0
1.17,Ideal,J,VS2,62.1,56.0
0.7,Premium,D,SI1,62.6,58.0
0.26,Ideal,H,IF,61.2,57.0
0.39,Ideal,G,VS1,62.0,55.0
0.42,Good,F,SI1,63.1,56.0
0.36,Ideal,D,VS2,61.5,57.0
0.32,Ideal,I,VS1,62.3,57.0
1.61,Ideal,G,VS2,62.2,56.0
1.03,Fair,G,SI2,65.6,58.0
0.54,Premium,F,SI1,60.4,58.0
0.3,Premium,D,VS2,60.6,59.0
0.51,Ideal,E,SI2,61.0,56.0
1.01,Fair,H,SI1,64.6,55.0
0.5,Premium,E,SI1,62.2,58.0
0.4,Premium,H,VVS2,60.6,60.0
0.31,Ideal,E,VVS1,59.7,60.0
1.54,Premium,G,VS2,59.8,58.0
0.53,Premium,D,VS2,61.5,58.0
1.68,Ideal,G,VS2,62.5,54.0
0.4,Very Good,E,VVS1,60.0,58.0
2.14,Ideal,H,SI2,63.0,55.0
0.39,Ideal,J,VVS2,62.0,54.5
0.3,Premium,F,VVS2,61.5,58.0
1.57,Ideal,E,SI2,61.4,56.0
0.5,Fair,D,SI1,64.6,59.0
0.44,Ideal,H,IF,62.0,57.0
0.72,Ideal,H,SI1,61.1,56.0
1.02,Premium,F,SI1,62.3,58.0
1.02,Premium,F,SI2,62.7,59.0
0.89,Premium,H,VS1,60.5,59.0
0.72,Ideal,E,VS1,62.6,57.0
0.52,Premium,E,SI1,60.3,58.0
0.51,Good,E,VVS2,62.0,60.5
1.5,Very Good,D,VS2,63.0,59.0
0.36,Premium,F,VS2,60.5,59.0
0.44,Very Good,E,SI1,62.9,58.0
0.35,Ideal,D,SI1,62.3,55.0
0.7,Premium,G,VS1,62.6,55.0
1.01,Very Good,I,SI1,60.3,57.0
0.71,Premium,I,SI1,61.7,56.0
1.51,Good,J,SI1,64.1,61.0
0.35,Very Good,H,SI1,60.0,61.0
0.31,Premium,H,SI1,61.0,61.0
1.5,Good,G,SI1,58.4,65.0
1.01,Ideal,E,SI2,62.2,56.0
0.72,Good,D,VS2,64.0,54.0
0.91,Ideal,G,VS1,62.1,57.0
0.52,Ideal,F,SI2,62.1,55.0
0.71,Premium,H,SI1,62.5,60.0
0.3,Ideal,D,VVS2,61.9,55.0
0.37,Ideal,D,VS2,61.6,56.0
0.72,Very Good,D,SI2,59.8,60.0
0.3,Ideal,H,IF,62.2,54.0
1.21,Very Good,H,SI2,62.6,61.0
0.71,Very Good,D,SI1,61.7,56.0
0.32,Ideal,G,VS1,61.3,57.0
0.71,Very Good,H,SI1,63.1,57.0
0.42,Ideal,D,VS2,62.2,55.0
0.71,Very Good,H,SI1,62.2,56.0
0.71,Ideal,E,VVS2,61.7,56.0
0.7,Good,H,SI1,63.4,61.0
0.32,Ideal,H,IF,61.4,55.0
1.0,Very Good,E,SI2,60.5,59.0
1.71,Ideal,I,VVS2,61.9,57.0
1.1,Good,I,SI1,63.1,61.0
0.34,Premium,D,SI1,62.0,59.0
0.33,Premium,G,VVS2,61.7,59.0
0.55,Ideal,I,SI1,61.4,54.0
0.31,Good,E,SI1,63.4,55.0
1.06,Very Good,G,VS2,59.4,59.0
0.4,Premium,F,VS2,59.3,59.0
1.01,Premium,H,SI2,59.9,59.0
0.92,Premium,E,SI1,62.2,58.0
1.22,Premium,I,SI1,59.0,61.0
0.38,Ideal,E,IF,61.4,55.0
0.44,Ideal,I,VS1,61.4,55.0
1.06,Ideal,F,SI1,62.1,57.0
0.7,Very Good,D,VS2,63.2,60.0
1.52,Premium,D,SI1,60.2,58.0
1.24,Very Good,F,VVS2,63.6,56.0
0.36,Premium,E,VS2,60.3,59.0
0.7,Ideal,G,VS1,61.2,56.0
0.33,Ideal,G,SI1,61.6,56.0
1.02,Premium,E,SI1,61.5,58.0
1.37,Very Good,I,VS1,61.8,57.0
0.32,Ideal,G,SI1,61.6,57.0
0.41,Very Good,H,SI1,62.6,59.0
0.32,Ideal,H,VVS2,61.9,53.0
2.03,Ideal,E,SI2,62.3,56.0
0.34,Ideal,F,SI1,59.4,57.0
0.39,Very Good,F,VS2,58.4,62.0
0.78,Ideal,D,SI1,61.2,58.0
1.32,Premium,F,VS1,61.7,59.0
1.01,Premium,F,SI2,60.9,60.0
0.7,Very Good,D,VVS1,62.7,54.0
0.3,Premium,G,VVS2,62.1,59.0
0.26,Good,E,VVS1,57.9,60.0
0.3,Very Good,I,VVS1,63.1,57.0
1.11,Premium,G,VS2,62.3,58.0
0.5,Ideal,E,VS2,62.2,54.0
1.34,Ideal,H,SI1,62.4,54.0
0.28,Ideal,F,IF,61.9,56.0
0.35,Premium,G,VS1,62.3,59.0
0.58,Ideal,D,SI2,61.2,57.0
2.12,Ideal,D,SI2,62.9,55.0
1.25,Premium,J,SI1,62.0,61.0
1.24,Ideal,I,SI2,61.8,58.0
0.41,Ideal,F,VS2,62.1,56.0
0.32,Premium,G,VS2,62.4,59.0
1.7,Premium,I,SI1,59.7,60.0
0.7,Very Good,F,SI1,61.3,58.0
1.53,Premium,H,VS2,62.2,58.0
0.84,Fair,F,VS2,65.0,57.2
2.01,Good,I,SI2,56.9,59.0
0.31,Ideal,E,VS2,60.5,56.0
1.24,Ideal,G,SI1,60.5,60.0
0.25,Ideal,G,VVS2,61.9,55.0
0.37,Premium,F,VS2,62.7,58.0
0.6,Ideal,G,VS1,61.3,57.0
0.9,Ideal,G,SI1,61.9,55.0
0.43,Good,G,SI1,63.6,55.0
0.71,Fair,F,SI1,57.0,62.0
0.58,Ideal,D,VS2,61.2,57.0
0.24,Premium,E,VS2,62.6,58.0
1.51,Ideal,H,VS1,61.2,58.0
0.96,Fair,F,SI2,68.2,61.0
0.7,Premium,I,VS2,61.0,59.0
1.01,Ideal,H,SI2,59.1,59.0
0.88,Good,I,SI1,60.2,64.0
0.46,Ideal,H,SI1,61.2,56.0
1.11,Premium,H,SI1,61.9,58.0
0.41,Ideal,D,VS1,61.8,57.0
0.71,Very Good,J,VS2,59.0,61.0
1.25,Ideal,H,SI2,62.2,55.4
0.48,Ideal,F,IF,62.0,54.0
0.4,Fair,F,SI1,64.7,58.0
0.38,Ideal,E,VVS2,61.6,55.0
0.72,Ideal,H,VVS2,61.8,55.0
0.41,Premium,D,SI1,59.6,59.0
0.4,Very Good,E,SI1,62.0,55.0
0.53,Ideal,G,IF,61.8,57.0
1.57,Ideal,F,SI1,61.1,55.0
0.52,Premium,F,VS2,62.2,58.0
2.14,Very Good,I,VS2,59.7,57.0
0.94,Ideal,D,SI2,62.2,56.0
1.55,Ideal,J,VS2,61.4,55.0
0.7,Premium,F,SI1,61.0,60.0
0.36,Good,H,VS2,63.7,55.0
1.06,Ideal,G,SI2,62.5,55.0
1.01,Good,G,VS1,63.8,57.0
1.54,Ideal,J,VS2,62.7,56.0
0.33,Ideal,G,IF,61.6,53.0
0.38,Ideal,G,VVS2,61.9,55.6
0.73,Ideal,E,SI1,62.8,57.0
1.14,Very Good,D,SI1,60.2,60.0
1.31,Premium,I,SI2,60.5,59.0
0.52,Very Good,G,VS1,62.2,63.0
1.0,Good,H,SI1,63.8,53.0
1.02,Ideal,G,VS1,62.0,55.0
0.5,Very Good,H,VS2,62.3,58.0
0.31,Premium,F,VS1,61.8,60.0
1.55,Ideal,J,VS1,59.5,60.0
0.42,Ideal,E,VS2,62.4,55.0
1.21,Very Good,F,VS2,61.6,58.0
1.07,Ideal,F,VS2,61.7,57.0
0.52,Very Good,D,VS2,63.4,56.0
0.91,Very Good,H,VS2,63.5,57.0
0.72,Premium,F,SI1,59.5,62.0
0.7,Very Good,E,SI2,62.8,59.0
0.31,Ideal,H,VS2,61.5,55.2
0.31,Premium,G,VS2,61.7,59.0
1.06,Ideal,G,VS1,61.1,57.0
1.18,Premium,G,VVS2,61.0,58.0
1.5,Premium,F,VS2,61.6,58.0
1.01,Premium,E,VS2,59.5,60.0
1.27,Very Good,J,VS2,62.7,58.0
0.7,Very Good,F,SI1,58.4,63.0
1.04,Good,G,VS1,63.8,57.0
1.0,Very Good,F,SI1,63.4,61.0
0.36,Very Good,E,SI2,62.6,57.0
0.91,Premium,E,VS1,60.6,58.0
1.19,Very Good,F,SI1,60.8,59.0
1.01,Very Good,J,SI1,62.9,56.0
0.23,Very Good,E,VVS1,63.3,57.0
1.11,Fair,H,SI2,64.4,58.0
0.24,Premium,I,VS1,62.5,57.0
2.01,Premium,H,SI2,61.6,58.0
0.58,Very Good,D,VVS2,60.0,55.0
0.3,Premium,E,VVS1,60.0,60.0
1.01,Good,H,I1,63.2,58.0
1.51,Premium,J,VS1,61.4,57.0
0.57,Ideal,E,VS2,60.8,56.0
1.5,Premium,G,VS1,62.7,58.0
2.05,Very Good,H,SI1,62.5,57.0
1.1,Very Good,F,SI1,58.9,63.0
0.5,Ideal,D,VS2,62.5,54.0
2.01,Fair,I,SI2,66.9,58.0
1.0,Good,E,SI1,60.4,61.0
0.4,Very Good,J,VS2,60.9,62.0
0.3,Premium,D,VS2,62.5,59.0
1.55,Ideal,H,SI1,62.4,58.0
1.02,Very Good,D,SI1,63.2,58.0
1.02,Premium,G,SI1,62.6,59.0
0.41,Very Good,F,VVS1,62.3,54.0
0.34,Ideal,E,SI1,61.0,55.0
0.42,Ideal,F,VS1,61.3,57.0
0.3,Very Good,H,VS2,62.9,59.0
0.36,Ideal,H,VVS1,62.3,56.0
0.34,Ideal,E,SI2,62.9,56.0
1.7,Very Good,H,SI2,63.8,55.0
1.28,Ideal,J,VS2,62.8,57.0
0.34,Ideal,E,VS1,61.0,57.0
0.3,Premium,I,VS1,61.6,60.0
0.39,Premium,E,VS2,60.1,61.0
1.0,Ideal,I,SI1,62.5,56.0
1.5,Very Good,I,SI1,63.1,54.0
0.3,Very Good,H,VS1,63.2,58.0
0.31,Good,H,VS1,63.1,58.0
1.59,Very Good,H,SI1,62.2,58.0
0.35,Ideal,G,IF,61.1,56.0
1.55,Ideal,G,SI2,60.5,60.0
1.23,Ideal,I,SI2,62.1,56.0
1.11,Good,H,SI1,64.2,58.0
1.2,Very Good,G,SI1,63.2,59.0
1.61,Ideal,I,VS2,62.5,57.0
2.08,Good,I,SI2,63.8,58.0
1.0,Good,G,VS2,62.7,58.0
0.51,Ideal,G,SI2,62.0,56.0
0.3,Very Good,E,VS1,61.9,60.0
0.74,Very Good,H,SI2,62.1,58.0
0.7,Very Good,G,SI2,63.2,57.0
0.59,Premium,F,SI1,62.4,59.0
0.41,Premium,G,SI1,59.1,58.0
1.01,Ideal,D,SI1,62.0,57.0
0.52,Ideal,G,VVS2,61.8,57.0
0.74,Very Good,E,VS1,63.4,55.0
2.02,Ideal,J,SI1,62.7,54.2
0.38,Ideal,E,SI1,59.4,61.0
0.32,Ideal,G,SI1,61.3,56.0
0.3,Ideal,E,IF,61.1,57.0
2.0,Very Good,H,SI1,60.3,61.0
0.32,Ideal,G,VS1,61.3,55.0
0.38,Ideal,G,VS1,62.5,56.0
0.81,Ideal,E,SI1,61.9,56.0
1.13,Premium,J,SI2,59.7,59.0
0.46,Premium,E,VS1,61.9,58.0
0.7,Good,E,SI1,64.3,57.0
1.05,Very Good,G,VVS2,59.8,60.0
0.51,Good,F,SI1,63.6,56.0
0.71,Very Good,D,SI1,61.1,56.0
0.31,Premium,F,SI1,62.7,58.0
0.35,Premium,F,VS2,61.9,58.0
1.5,Very Good,H,SI2,62.0,63.0
0.31,Very Good,E,SI1,63.4,55.0
0.34,Ideal,D,I1,62.5,57.0
0.31,Very Good,H,VS2,62.5,54.0
1.04,Premium,E,SI2,61.6,59.0
1.03,Ideal,J,VS2,61.6,57.0
1.0,Ideal,F,VS2,62.1,57.0
1.1,Ideal,I,SI1,60.8,61.0
0.6,Premium,D,SI2,61.4,56.0
0.54,Ideal,E,VS2,61.3,55.0
1.04,Premium,G,I1,62.2,58.0
0.32,Ideal,F,VS2,61.9,57.0
0.7,Good,F,SI1,57.2,63.0
0.9,Very Good,G,SI2,61.2,57.0
2.03,Very Good,H,SI1,63.0,60.0
1.01,Good,G,SI1,59.8,61.0
1.5,Very Good,F,SI1,63.0,56.0
1.32,Fair,H,I1,65.8,55.0
1.19,Premium,I,SI2,62.6,58.0
1.37,Premium,J,SI2,61.9,59.0
0.57,Premium,F,VS1,61.3,58.0
0.83,Ideal,D,SI1,61.3,56.0
1.0,Very Good,G,VS1,62.4,57.0
1.0,Very Good,D,SI1,60.1,60.0
0.79,Premium,J,SI1,59.1,57.0
0.32,Ideal,D,SI1,59.6,57.0
0.34,Premium,F,VS2,58.1,61.0
0.32,Ideal,D,VS2,62.2,56.0
1.21,Very Good,G,VVS2,60.4,56.0
1.05,Ideal,G,VS2,61.7,57.0
0.65,Ideal,E,VS1,61.4,59.0
1.02,Premium,G,SI1,62.3,59.0
0.7,Good,F,VVS2,63.1,57.0
0.93,Ideal,E,SI1,61.9,56.0
2.02,Premium,H,SI1,62.1,61.0
0.52,Ideal,E,VS2,61.3,54.0
0.41,Ideal,D,SI1,61.6,55.0
0.71,Very Good,J,SI1,60.7,58.0
0.92,Ideal,G,SI2,61.9,57.0
0.57,Good,G,SI1,63.3,55.0
0.7,Good,G,VS2,62.6,61.0
1.0,Good,D,SI1,59.9,62.0
0.42,Very Good,E,VVS1,60.5,55.0
1.0,Good,H,SI1,63.9,56.0
0.9,Very Good,J,VS1,62.6,55.0
1.7,Very Good,J,VS1,62.9,58.0
0.7,Ideal,D,VS2,61.2,57.0
0.53,Ideal,G,VS2,61.6,57.0
0.59,Ideal,G,VVS2,62.3,56.0
0.51,Ideal,D,SI1,62.6,57.0
2.0,Premium,D,SI2,61.6,59.0
1.01,Premium,F,VVS2,60.4,59.0
2.36,Ideal,J,VS2,60.1,59.0
1.26,Ideal,H,VS1,61.0,57.0
0.57,Ideal,H,SI1,62.1,57.0
0.53,Ideal,F,IF,62.4,55.0
0.53,Ideal,F,VS2,61.6,57.0
0.27,Very Good,F,VS1,62.4,55.0
0.59,Ideal,G,SI1,63.4,56.0
0.7,Very Good,D,SI1,61.0,59.0
0.38,Premium,D,VVS1,61.4,59.0
1.5,Good,E,SI1,64.1,56.0
0.32,Premium,E,SI1,62.2,58.0
0.3,Ideal,G,VVS1,62.3,55.0
0.4,Very Good,H,VS1,62.6,58.0
1.35,Ideal,G,VS1,62.2,57.0
1.04,Ideal,F,SI2,62.4,56.0
1.03,Very Good,G,SI1,61.0,58.0
1.46,Fair,G,SI2,64.6,54.0
0.33,Ideal,E,VS2,60.6,55.0
1.08,Very Good,I,VS1,62.5,57.0
0.77,Ideal,D,SI1,62.6,57.0
1.01,Premium,F,VS2,59.2,60.0
0.71,Very Good,E,VS2,63.7,58.0
0.31,Ideal,F,VVS1,61.9,55.0
1.53,Fair,J,VS2,64.7,58.0
0.51,Ideal,F,VVS1,60.9,57.0
0.9,Very Good,G,VS2,62.5,58.0
1.56,Ideal,F,SI2,61.2,55.0
1.01,Ideal,H,SI2,61.3,59.0
0.51,Ideal,H,SI1,62.1,54.0
1.22,Premium,G,VS2,61.8,58.0
0.71,Ideal,F,SI1,62.5,55.0
0.46,Premium,E,VS1,61.7,59.0
0.32,Premium,G,SI1,60.9,56.0
0.36,Ideal,D,SI2,62.0,56.0
1.52,Premium,H,SI1,62.1,59.0
0.53,Ideal,F,VVS2,61.3,57.0
1.03,Very Good,G,VS1,63.0,56.0
0.47,Ideal,H,SI2,62.4,53.0
0.39,Very Good,H,VS2,63.1,58.0
0.6,Very Good,I,VVS2,63.7,57.4
0.8,Ideal,G,SI2,63.0,56.0
0.69,Fair,I,VS1,57.9,63.0
0.9,Fair,G,SI1,64.5,57.0
0.52,Premium,G,SI2,61.4,56.0
0.56,Premium,G,SI1,60.2,59.0
0.45,Good,F,VS1,58.6,62.2
0.4,Ideal,G,VVS1,60.2,60.0
1.01,Very Good,F,VS1,62.6,56.0
0.5,Ideal,D,SI2,61.6,57.0
0.6,Premium,D,SI2,62.0,57.0
0.37,Very Good,F,SI2,60.2,60.0
0.35,Ideal,D,VS2,61.6,56.0
1.2,Good,I,SI1,63.1,58.0
1.01,Premium,F,VVS2,62.0,58.0
1.01,Good,F,SI1,63.6,58.0
1.01,Good,F,SI2,58.2,63.0
0.43,Ideal,G,IF,61.8,56.0
0.51,Ideal,H,SI1,63.0,57.0
0.38,Ideal,G,SI1,62.0,55.0
1.01,Good,H,SI1,60.3,64.0
0.54,Premium,E,SI1,60.2,58.0
0.54,Ideal,D,SI1,62.9,57.0
1.0,Premium,E,SI1,60.5,59.0
1.0,Very Good,G,SI1,58.6,63.0
1.16,Ideal,J,SI1,60.7,57.0
0.55,Premium,G,SI2,61.8,56.0
0.72,Very Good,D,SI1,61.5,58.0
1.0,Very Good,H,VS1,64.2,53.0
1.5,Very Good,I,VS2,60.5,60.0
0.41,Good,F,VVS2,59.2,63.0
0.5,Very Good,E,VS2,61.3,62.0
1.2,Good,J,VS2,63.7,58.0
0.54,Ideal,F,VS2,62.0,55.0
0.44,Premium,D,SI1,61.9,59.0
1.55,Ideal,J,VS2,61.7,57.0
1.01,Premium,G,SI1,60.6,57.0
0.7,Premium,G,SI1,59.9,58.0
1.2,Ideal,I,SI2,63.0,57.0
0.3,Premium,E,VS2,62.4,59.0
1.51,Premium,G,SI1,60.6,58.0
0.3,Good,E,SI1,63.8,55.0
0.3,Ideal,H,SI1,61.3,58.0
0.29,Ideal,E,VS1,61.2,56.0
0.31,Ideal,D,SI1,61.2,57.0
0.4,Very Good,F,VVS2,62.8,56.0
1.12,Ideal,F,VS2,60.9,55.0
1.12,Premium,H,SI2,62.0,57.0
0.65,Ideal,J,SI1,62.1,54.0
0.42,Premium,H,SI1,62.1,59.0
0.4,Ideal,F,VVS2,61.8,55.0
0.78,Very Good,H,SI2,63.5,56.0
0.33,Ideal,G,VS1,61.9,54.0
0.94,Very Good,H,SI2,62.7,61.0
1.05,Ideal,H,SI2,61.2,57.0
1.05,Premium,E,SI1,61.8,56.0
0.34,Ideal,G,VS2,62.9,55.0
0.41,Ideal,E,VVS1,60.9,55.0
0.55,Ideal,E,SI1,60.6,56.0
0.5,Very Good,E,VS2,62.8,57.0
0.28,Ideal,E,VVS1,61.2,54.0
1.01,Very Good,F,VS1,62.5,60.0
1.0,Very Good,H,SI1,62.8,56.0
1.07,Premium,F,SI2,61.7,58.0
0.56,Ideal,G,SI1,61.2,54.0
0.53,Ideal,G,SI1,62.4,55.0
0.4,Very Good,E,VVS2,63.7,59.0
0.9,Very Good,F,SI1,63.1,56.0
1.1,Very Good,G,SI2,63.4,56.0
0.82,Very Good,I,VS1,63.6,58.9
0.52,Very Good,H,VS2,61.4,55.0
