company,type,inches,cpu,gpu,op_sys,price_EUR,touch_screen,hd_category,ram,memory_SSD,memory_HDD,weight
Asus,Ultrabook,13.3,Intel Core M,Intel HD,Windows,729.0,0,FullHD,8,512,0,1.2
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,459.0,0,HD,6,0,1024,2.3
Acer,Notebook,15.6,Intel Celeron,Intel HD,Linux,289.0,0,HD,4,0,500,2.4
Dell,Notebook,15.6,Intel Celeron,Intel HD,Windows,379.0,0,HD,2,0,500,2.2
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,899.0,0,FullHD,8,0,1024,2.6
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,549.99,0,FullHD,6,0,0,2.04
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Linux,805.99,0,HD,8,0,1024,2.3
HP,Netbook,11.6,Intel Celeron,Intel HD,Windows,209.0,0,HD,2,0,0,1.17
Asus,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,720.32,0,HD,4,0,500,2.2
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,638.0,1,FullHD,4,128,0,1.8
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1499.0,1,QuadHD,16,512,0,1.3
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Windows,229.0,0,HD,2,0,0,1.5
HP,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,764.0,0,HD,6,0,1024,2.19
Asus,Notebook,15.6,Intel Celeron,Intel HD,Windows,369.0,0,HD,4,0,500,2.2
Asus,Ultrabook,13.3,Intel Core M,Intel HD,Windows,729.0,0,FullHD,8,512,0,1.2
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,459.0,0,HD,6,0,1024,2.3
Acer,Notebook,15.6,Intel Celeron,Intel HD,Linux,289.0,0,HD,4,0,500,2.4
Dell,Notebook,15.6,Intel Celeron,Intel HD,Windows,379.0,0,HD,2,0,500,2.2
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,899.0,0,FullHD,8,0,1024,2.6
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,549.99,0,FullHD,6,0,0,2.04
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Linux,805.99,0,HD,8,0,1024,2.3
HP,Netbook,11.6,Intel Celeron,Intel HD,Windows,209.0,0,HD,2,0,0,1.17
Asus,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,720.32,0,HD,4,0,500,2.2
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,638.0,1,FullHD,4,128,0,1.8
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1499.0,1,QuadHD,16,512,0,1.3
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Windows,229.0,0,HD,2,0,0,1.5
HP,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,764.0,0,HD,6,0,1024,2.19
Asus,Notebook,15.6,Intel Celeron,Intel HD,Windows,369.0,0,HD,4,0,500,2.2
Asus,Ultrabook,13.3,Intel Core M,Intel HD,Windows,729.0,0,FullHD,8,512,0,1.2
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,459.0,0,HD,6,0,1024,2.3
Acer,Notebook,15.6,Intel Celeron,Intel HD,Linux,289.0,0,HD,4,0,500,2.4
Dell,Notebook,15.6,Intel Celeron,Intel HD,Windows,379.0,0,HD,2,0,500,2.2
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,899.0,0,FullHD,8,0,1024,2.6
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,549.99,0,FullHD,6,0,0,2.04
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Linux,805.99,0,HD,8,0,1024,2.3
HP,Netbook,11.6,Intel Celeron,Intel HD,Windows,209.0,0,HD,2,0,0,1.17
Asus,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,720.32,0,HD,4,0,500,2.2
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,638.0,1,FullHD,4,128,0,1.8
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1499.0,1,QuadHD,16,512,0,1.3
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Windows,229.0,0,HD,2,0,0,1.5
HP,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,764.0,0,HD,6,0,1024,2.19
Asus,Notebook,15.6,Intel Celeron,Intel HD,Windows,369.0,0,HD,4,0,500,2.2
